eliSubject	eliObject	modtext
https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2026-06-18;123	https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2024-02-5;20	7 agosto 2026 "GARANTE PER I DIRITTI DELLE PERSONE CON DISABILITA' - DISPOSIZIONI INTEGRATIVE" La Banca Dati è aggiornata in multivigenza con le modifiche apportate al D.Lgs. 5 febbraio 2024, n. 20 dal D.Lgs. 18 giugno 2026, n. 123. Leggi di più
